MotID;LidID;EinstID;Timastimpill
1;18;24;2000-04-01 10:42:30.767
1;18;104;2000-04-01 08:59:30.420
1;18;272;2000-04-01 10:40:44.913
1;18;452;2000-04-01 09:01:19.177
1;18;483;2000-04-30 10:04:24.983
1;18;542;2000-03-30 20:09:46.803
1;18;570;2000-04-01 08:56:25.153
1;18;614;2000-04-03 10:56:57.543
1;19;15;2000-03-30 12:30:43.560
1;19;97;2000-03-30 12:29:59.507
1;19;207;2000-03-30 12:31:30.847
1;19;255;2000-04-30 20:27:37.713
1;19;359;2000-03-30 12:33:11.590
1;19;381;2000-03-30 12:29:15.140
1;19;557;2000-03-30 12:33:54.873
1;19;593;2000-03-30 12:32:10.073
1;20;243;2000-04-03 16:57:15.813
1;20;407;2000-04-03 17:01:32.903
1;20;486;2000-04-03 16:52:48.500
1;20;534;2000-04-03 16:53:47.953
1;20;573;2000-04-03 17:00:04.837
1;20;611;2000-04-03 16:54:41.700
1;20;616;2000-04-03 17:00:54.407
1;20;624;2000-04-03 16:56:05.760
1;22;41;2000-04-30 20:33:21.567
1;22;149;2000-04-29 23:13:49.467
1;22;577;2000-04-29 23:12:35.070
1;22;617;2000-04-29 23:13:17.540
1;22;637;2000-04-29 23:10:49.170
1;23;143;2000-05-06 11:16:42.590
1;23;214;2000-05-01 10:23:37.780
1;23;316;2000-05-01 10:19:34.840
1;23;331;2000-05-01 10:18:32.870
1;23;340;2000-05-01 10:22:43.520
1;23;450;2000-05-01 10:21:00.673
1;23;469;2000-05-01 10:21:31.797
1;26;42;2000-04-30 20:36:49.357
1;26;116;2000-04-30 20:39:46.340
1;26;257;2000-04-30 20:38:46.853
1;26;280;2000-04-30 20:35:48.930
1;26;304;2000-04-30 20:40:47.017
1;26;371;2000-04-30 20:37:32.377
1;27;392;2000-04-30 16:06:55.150
1;27;395;2000-04-30 16:03:34.910
1;27;411;2000-04-30 16:00:13.360
1;27;438;2000-04-30 16:19:39.900
1;27;448;2000-04-30 17:55:57.877
1;27;524;2000-05-03 16:08:40.160
1;27;621;2000-04-30 15:55:40.370
1;28;133;2000-03-31 16:36:03.150
1;28;181;2000-03-31 16:35:03.657
1;28;232;2000-03-31 16:38:56.030
1;28;366;2000-03-31 16:33:12.787
1;28;403;2000-03-31 16:41:43.850
1;28;492;2000-03-31 16:14:03.263
1;28;598;2000-03-31 16:37:41.553
1;29;90;2000-05-01 10:28:04.773
1;29;338;2000-05-01 10:28:46.943
1;29;467;2000-05-01 10:31:23.640
1;29;549;2000-05-01 10:29:24.800
1;29;586;2000-05-01 10:30:30.170
1;29;648;2000-05-01 10:32:00.940
1;34;20;2000-04-28 22:13:53.923
1;34;115;2000-04-28 22:12:05.460
1;34;169;2000-04-28 22:09:52.340
1;34;188;2000-04-28 22:11:08.077
1;34;230;2000-04-28 22:14:56.707
1;34;515;2000-04-30 11:23:21.997
1;34;526;2000-04-30 11:22:14.130
1;34;628;2000-04-28 22:29:39.137
1;35;51;2000-05-03 23:23:35.910
1;35;111;2000-05-03 23:26:27.357
1;35;288;2000-05-03 23:25:21.420
1;35;291;2000-05-03 23:26:41.757
1;35;327;2000-05-03 23:22:58.017
1;35;429;2000-05-03 23:27:04.380
1;35;541;2000-05-03 23:24:41.393
1;35;551;2000-05-03 23:25:44.253
1;35;559;2000-05-03 23:23:14.580
1;35;635;2000-05-03 23:24:59.750
1;36;84;2000-04-29 11:42:33.637
1;36;120;2000-05-01 12:49:39.537
1;36;131;2000-04-29 11:41:13.653
1;36;324;2000-04-29 11:40:21.270
1;36;348;2000-04-29 11:44:16.733
1;36;368;2000-04-29 11:35:53.787
1;36;481;2000-04-29 11:38:28.430
1;36;532;2000-04-29 11:39:29.127
1;37;37;2000-05-01 21:28:19.227
1;37;93;2000-05-01 21:29:51.517
1;37;117;2000-05-01 21:27:46.860
1;37;156;2000-05-01 21:30:57.953
1;37;163;2000-05-01 21:30:31.267
1;37;193;2000-05-01 21:28:52.333
1;37;239;2000-05-01 21:34:51.240
1;37;281;2000-05-01 21:34:16.790
1;37;530;2000-05-01 21:35:19.350
1;37;547;2000-05-01 21:29:21.803
1;38;71;2000-05-01 22:01:04.943
1;38;172;2000-05-01 22:02:00.350
1;38;247;2000-05-01 22:01:32.190
1;38;261;2000-05-01 22:03:06.847
1;38;389;2000-05-01 22:03:37.883
1;38;484;2000-05-01 22:02:34.130
1;38;487;2000-05-02 23:38:48.000
1;38;564;2000-05-01 21:40:30.307
1;38;642;2000-05-01 22:04:00.873
1;39;192;2000-04-04 10:16:11.057
1;39;365;2000-04-04 10:16:42.090
1;39;406;2000-04-04 10:18:12.190
1;39;472;2000-04-04 10:15:38.590
1;39;478;2000-04-04 10:14:46.903
1;39;537;2000-04-04 10:17:34.597
1;39;640;2000-05-02 09:33:09.430
1;42;14;2000-04-03 16:42:22.557
1;42;18;2000-04-03 16:44:37.903
1;42;86;2000-04-03 16:42:02.690
1;42;185;2000-05-03 08:20:13.947
1;42;400;2000-04-03 16:43:55.370
1;42;401;2000-04-03 16:44:15.590
1;42;445;2000-04-03 16:43:03.537
1;42;471;2000-04-03 16:43:29.983
1;42;606;2000-04-03 16:42:44.100
1;43;22;2000-04-03 16:53:54.093
1;43;74;2000-04-03 16:53:02.450
1;43;100;2000-04-03 16:52:11.273
1;43;122;2000-04-03 16:51:25.690
1;43;442;2000-04-03 16:51:08.733
1;43;485;2000-04-03 16:51:45.407
1;43;488;2000-04-03 16:52:35.790
1;44;9;2000-04-03 16:58:18.873
1;44;67;2000-04-03 16:58:02.930
1;44;119;2000-04-03 16:58:33.673
1;44;271;2000-04-03 16:57:43.893
1;44;396;2000-04-03 16:57:08.300
1;44;431;2000-04-03 16:57:24.747
1;44;499;2000-04-03 16:58:49.627
1;44;627;2000-04-03 16:59:07.323
1;52;91;2000-04-03 20:05:37.323
1;52;136;2000-04-03 20:07:58.487
1;52;165;2000-04-03 20:10:11.297
1;52;234;2000-04-03 20:09:12.323
1;52;246;2000-04-03 20:11:08.400
1;52;326;2000-04-03 20:03:56.367
1;52;589;2000-04-03 20:03:13.567
1;52;626;2000-04-03 20:06:46.673
1;53;19;2000-05-02 23:31:49.850
1;53;80;2000-05-02 23:04:40.207
1;53;87;2000-05-02 23:12:47.597
1;53;106;2000-05-02 23:13:29.187
1;53;110;2000-05-02 23:36:34.530
1;53;513;2000-05-02 23:07:41.597
1;53;609;2000-05-02 23:32:56.603
1;53;629;2000-05-02 23:20:58.230
1;54;7;2000-04-03 20:20:06.253
1;54;64;2000-04-03 20:17:17.540
1;54;135;2000-04-03 20:21:12.167
1;54;171;2000-04-03 20:23:33.270
1;54;175;2000-04-03 20:18:36.663
1;54;273;2000-04-03 20:14:37.190
1;54;284;2000-04-03 20:24:42.200
1;54;538;2000-04-03 20:22:18.883
1;55;202;2000-05-01 14:29:12.297
1;55;251;2000-05-01 15:01:57.340
1;55;347;2000-05-01 14:27:48.917
1;55;354;2000-05-01 14:37:43.210
1;55;437;2000-05-01 14:19:56.757
1;55;447;2000-05-01 14:35:33.183
1;55;451;2000-05-01 14:30:32.390
1;55;529;2000-05-01 14:33:52.120
1;55;585;2000-05-01 14:32:29.500
1;60;28;2000-04-29 20:48:31.843
1;60;209;2000-04-29 20:50:37.857
1;60;388;2000-04-29 21:19:51.230
1;60;419;2000-04-29 20:54:50.007
1;60;531;2000-04-29 20:40:43.777
1;60;540;2000-04-29 20:57:59.950
1;60;615;2000-04-29 20:53:04.483
1;61;58;2000-04-29 21:11:31.830
1;61;148;2000-04-29 21:04:01.343
1;61;213;2000-04-29 21:02:40.607
1;61;449;2000-04-29 21:10:18.747
1;61;455;2000-04-29 21:05:24.410
1;61;489;2000-04-29 21:08:30.990
1;61;507;2000-04-29 21:00:46.300
1;61;519;2000-04-29 21:12:46.420
1;70;34;2000-04-28 15:06:13.257
1;70;60;2000-04-28 15:00:23.050
1;70;221;2000-04-28 15:05:01.353
1;70;333;2000-04-28 15:07:02.790
1;70;376;2000-04-28 15:02:14.633
1;70;414;2000-04-28 15:04:01.757
1;70;505;2000-04-28 15:08:19.820
1;71;178;2000-04-30 17:41:04.953
1;71;212;2000-04-30 16:30:21.720
1;71;235;2000-04-30 16:34:14.637
1;71;453;2000-04-27 15:48:12.377
1;71;630;2000-04-30 16:28:41.810
1;71;633;2000-04-30 16:37:13.933
1;71;645;2000-04-27 15:50:31.250
1;72;6;2000-04-30 16:55:30.933
1;72;137;2000-04-30 16:49:59.437
1;72;154;2000-04-30 17:08:19.007
1;72;162;2000-04-29 18:03:18.343
1;72;229;2000-05-05 09:06:47.917
1;72;393;2000-04-30 16:47:17.050
1;72;493;2000-04-30 16:53:32.010
1;72;525;2000-04-30 16:51:29.353
1;73;44;2000-04-30 17:27:30.453
1;73;159;2000-04-30 17:16:59.233
1;73;160;2000-04-30 17:29:57.693
1;73;217;2000-04-30 17:11:06.707
1;73;248;2000-04-30 17:46:17.120
1;73;435;2000-04-30 17:35:03.603
1;73;479;2000-04-30 17:09:21.557
1;73;521;2000-05-03 22:49:52.290
1;73;608;2000-04-30 17:23:03.327
1;73;646;2000-04-30 17:12:35.627
1;75;43;2000-04-04 08:23:58.193
1;75;68;2000-04-04 08:23:36.723
1;75;128;2000-04-04 08:25:18.710
1;75;241;2000-04-04 08:24:15.440
1;75;494;2000-04-04 08:24:31.573
1;75;497;2000-04-04 08:25:03.227
1;75;641;2000-04-04 08:24:44.140
1;76;1;2000-05-02 08:19:22.107
1;76;101;2000-04-04 08:32:15.480
1;76;289;2000-04-04 08:31:40.670
1;76;294;2000-04-04 08:32:29.280
1;76;464;2000-04-04 08:31:58.477
1;76;512;2000-04-04 08:31:29.233
1;76;603;2000-05-02 10:30:20.217
1;79;130;2000-05-02 08:52:10.687
1;79;306;2000-04-04 09:11:50.083
1;79;373;2000-04-04 09:11:09.417
1;79;461;2000-04-04 09:13:02.237
1;79;474;2000-04-04 09:13:59.790
1;79;516;2000-05-02 14:16:00.863
1;79;582;2000-04-04 09:15:11.123
1;79;638;2000-04-04 09:19:59.910
1;80;36;2000-04-04 17:15:42.060
1;80;66;2000-04-30 20:29:28.160
1;80;382;2000-04-30 20:30:34.587
1;80;482;2000-05-01 21:09:09.913
1;80;554;2000-04-30 20:29:54.430
1;80;587;2000-04-30 20:35:08.290
1;80;644;2000-04-30 20:29:00.490
1;84;33;2000-04-04 11:05:29.570
1;84;142;2000-04-04 11:12:06.260
1;84;200;2000-04-04 10:54:16.623
1;84;211;2000-04-04 11:03:29.617
1;84;253;2000-04-04 11:02:28.890
1;84;295;2000-04-04 11:01:15.753
1;84;305;2000-04-04 11:10:04.203
1;84;311;2000-04-04 10:56:13.140
1;84;325;2000-04-04 11:00:04.040
1;84;379;2000-04-04 11:08:36.640
1;84;402;2000-04-04 10:57:49.450
1;84;535;2000-04-04 11:06:49.133
1;84;613;2000-04-04 10:52:54.103
1;85;3;2000-04-04 11:12:19.600
1;85;40;2000-04-04 11:10:29.780
1;85;264;2000-04-04 11:12:52.927
1;85;285;2000-04-04 11:08:56.920
1;85;312;2000-04-04 11:11:42.197
1;85;490;2000-04-04 11:14:24.110
1;85;533;2000-04-04 11:13:29.230
1;85;643;2000-04-04 11:13:58.373
1;88;121;2000-04-28 15:20:45.127
1;88;147;2000-04-28 15:12:26.060
1;88;250;2000-04-28 15:14:36.727
1;88;349;2000-05-01 23:35:08.687
1;88;369;2000-04-28 15:16:18.663
1;88;504;2000-04-28 15:17:32.920
1;88;583;2000-04-28 15:11:37.490
1;88;639;2000-04-28 15:13:36.770
1;89;85;2000-05-02 09:52:25.383
1;89;222;2000-04-28 16:16:37.607
1;89;260;2000-04-28 12:52:47.660
1;89;301;2000-04-28 16:19:58.763
1;89;356;2000-04-28 13:27:36.000
1;89;397;2000-04-28 12:49:28.650
1;89;412;2000-04-28 13:26:15.737
1;90;150;2000-05-02 09:23:03.910
1;90;180;2000-05-02 09:23:52.070
1;90;242;2000-05-02 09:55:07.487
1;90;254;2000-05-02 09:28:48.077
1;90;332;2000-05-02 09:27:23.333
1;90;562;2000-05-02 09:22:23.160
1;90;592;2000-05-02 09:26:29.907
1;91;21;2000-05-01 21:44:35.500
1;91;63;2000-05-01 21:38:02.863
1;91;105;2000-05-01 21:36:22.840
1;91;109;2000-05-01 21:40:50.717
1;91;231;2000-05-02 12:46:47.127
1;91;267;2000-05-01 21:46:45.277
1;91;378;2000-05-01 21:42:14.237
1;91;430;2000-05-01 21:43:19.880
1;91;436;2000-05-01 21:45:35.977
1;92;127;2000-04-04 22:03:24.863
1;92;195;2000-04-04 22:04:25.000
1;92;196;2000-04-04 23:23:31.383
1;92;318;2000-04-04 22:01:51.800
1;92;370;2000-04-04 23:24:46.863
1;92;433;2000-04-04 22:02:57.293
1;92;561;2000-04-04 22:10:51.337
1;92;569;2000-04-04 22:03:55.787
1;93;140;2000-04-04 14:15:24.567
1;93;199;2000-04-04 14:17:24.067
1;93;275;2000-04-04 14:17:46.550
1;93;313;2000-04-04 14:14:13.083
1;93;387;2000-05-02 14:17:12.567
1;93;391;2000-04-04 14:18:13.710
1;93;434;2000-04-04 14:14:52.630
1;93;477;2000-04-04 14:16:50.010
1;94;32;2000-05-01 21:26:29.057
1;94;57;2000-05-01 21:27:32.630
1;94;224;2000-05-01 21:28:24.623
1;94;410;2000-05-01 21:31:14.477
1;94;420;2000-05-01 21:32:26.290
1;94;500;2000-05-01 21:24:38.947
1;94;555;2000-05-01 21:33:21.830
1;94;566;2000-05-01 21:29:49.743
1;95;53;2000-04-30 10:52:17.813
1;95;81;2000-04-30 10:50:43.770
1;95;132;2000-04-30 10:54:52.767
1;95;174;2000-04-30 10:53:05.843
1;95;203;2000-04-30 10:51:33.090
1;95;344;2000-04-30 10:48:57.277
1;95;352;2000-04-30 10:53:47.033
1;95;498;2000-04-30 10:47:14.880
1;95;509;2000-04-30 10:44:49.270
1;98;151;2000-04-04 15:17:25.183
1;98;237;2000-04-04 15:19:51.277
1;98;286;2000-04-04 15:16:53.930
1;98;346;2000-04-04 15:19:21.793
1;98;425;2000-04-04 15:17:46.407
1;98;475;2000-04-04 15:15:48.757
1;98;491;2000-04-04 15:18:13.747
1;98;599;2000-04-04 15:16:24.860
1;98;622;2000-04-04 15:14:04.057
1;102;38;2000-04-04 15:29:40.523
1;102;65;2000-04-04 15:31:10.153
1;102;191;2000-04-04 15:32:04.960
1;102;282;2000-04-04 15:30:39.757
1;102;409;2000-04-04 15:30:15.373
1;102;459;2000-04-04 15:32:28.683
1;102;476;2000-04-04 15:32:58.707
1;102;508;2000-04-04 15:31:38.473
1;108;62;2000-04-04 16:21:43.913
1;108;377;2000-04-04 16:26:39.820
1;108;456;2000-04-04 16:27:21.590
1;108;506;2000-04-04 16:22:26.797
1;108;556;2000-04-04 16:29:20.820
1;108;594;2000-04-04 16:22:51.250
1;108;604;2000-04-04 16:28:39.820
1;108;623;2000-04-04 16:23:32.670
1;109;183;2000-04-04 16:36:06.383
1;109;184;2000-05-02 13:58:39.357
1;109;269;2000-04-04 16:37:11.847
1;109;362;2000-04-04 16:35:20.610
1;109;385;2000-04-04 16:36:37.560
1;109;386;2000-04-04 16:34:32.630
1;109;394;2000-04-04 16:34:57.313
1;109;399;2000-04-04 16:37:39.980
1;110;56;2000-05-01 01:13:32.760
1;110;78;2000-05-01 01:12:34.547
1;110;107;2000-05-01 01:16:52.277
1;110;205;2000-05-01 01:15:48.753
1;110;245;2000-05-01 01:11:19.190
1;110;527;2000-05-01 01:18:16.067
1;110;576;2000-05-01 01:14:33.007
1;111;118;2000-05-01 00:58:26.427
1;111;157;2000-05-01 00:59:23.600
1;111;189;2000-05-01 00:54:29.807
1;111;190;2000-05-01 00:49:55.983
1;111;297;2000-05-01 00:55:51.987
1;111;523;2000-05-01 00:57:15.223
1;111;579;2000-05-01 01:03:07.120
1;112;27;2000-05-01 12:57:39.177
1;112;139;2000-05-01 12:52:45.697
1;112;424;2000-05-01 12:56:23.300
1;112;501;2000-05-01 12:53:43.860
1;112;590;2000-05-01 12:54:31.367
1;112;620;2000-05-01 12:55:20.497
1;114;48;2000-04-29 23:23:28.290
1;114;173;2000-04-30 20:41:54.503
1;114;227;2000-04-29 23:25:29.713
1;114;360;2000-04-29 23:21:43.380
1;114;422;2000-04-29 23:24:45.560
1;114;568;2000-04-29 23:22:32.340
1;114;636;2000-04-29 23:20:14.653
1;115;108;2000-04-04 18:31:22.760
1;115;219;2000-04-04 18:44:38.063
1;115;302;2000-04-04 18:50:07.587
1;115;380;2000-04-04 18:45:49.037
1;115;421;2000-04-04 18:33:51.453
1;115;463;2000-04-04 18:38:46.407
1;116;77;2000-04-04 20:57:47.890
1;116;113;2000-04-04 20:58:26.927
1;116;114;2000-04-04 20:53:36.230
1;116;141;2000-04-04 20:58:53.797
1;116;321;2000-04-04 20:53:01.660
1;116;426;2000-04-04 20:57:18.780
1;116;571;2000-04-04 20:54:15.787
1;118;95;2000-04-04 20:49:38.057
1;118;274;2000-04-04 20:51:53.280
1;118;298;2000-04-04 18:45:26.393
1;118;358;2000-04-04 20:48:51.450
1;118;408;2000-04-04 18:47:53.973
1;118;439;2000-04-04 20:50:48.590
1;118;443;2000-04-04 20:51:22.317
1;118;588;2000-04-04 18:46:37.913
1;119;31;2000-04-04 18:53:00.233
1;119;129;2000-04-04 19:17:12.143
1;119;186;2000-05-04 15:16:38.297
1;119;236;2000-04-04 18:59:34.550
1;119;355;2000-04-04 19:19:20.630
1;119;649;2000-04-04 19:20:34.593
1;120;35;2000-04-04 19:19:06.157
1;120;82;2000-04-04 19:21:34.400
1;120;225;2000-04-04 19:22:12.713
1;120;283;2000-04-04 19:23:42.483
1;120;307;2000-04-04 19:19:38.473
1;120;315;2000-04-04 19:21:03.967
1;120;454;2000-04-04 19:23:01.777
1;120;520;2000-04-04 19:20:04.370
1;120;558;2000-04-04 19:22:33.937
1;121;23;2000-04-04 19:28:48.683
1;121;50;2000-04-04 19:28:25.390
1;121;61;2000-04-04 19:27:12.277
1;121;164;2000-04-04 19:26:19.770
1;121;197;2000-04-04 19:29:59.017
1;121;244;2000-04-04 19:27:39.253
