MotID;EinstID;Timastimpill;Upphafsstafir
156;2503;2009-09-30 20:13:34.327;IHG
156;2505;2009-09-30 20:13:17.420;OÞJ
156;2739;2009-09-30 20:13:58.217;SV
156;2828;2010-04-08 01:01:50.560;IVO
156;2877;2009-10-16 18:34:57.420;MH
156;2882;2009-10-25 18:26:26.013;n.n.
156;2883;2009-10-27 14:06:17.560;JKH
157;16;2010-03-03 15:01:33.217;JÓV
157;212;2009-11-26 14:22:39.373;AHS
157;335;2009-11-26 14:21:37.187;HS
157;524;2010-03-03 16:44:20.590;LH
157;630;2009-11-26 14:23:05.937;ÁIG
157;952;2009-11-26 14:26:48.623;SMG
157;958;2009-11-26 14:21:57.327;SJ
157;998;2010-03-03 16:44:40.403;KGG
157;1252;2009-11-26 14:22:27.420;LMH
157;1559;2009-11-26 14:58:09.577;MR
157;1928;2009-11-26 14:22:53.780;VA
157;1934;2010-03-03 15:01:13.343;RÁ
157;1983;2010-03-03 15:00:49.793;ÓJJ
157;2139;2009-11-26 14:26:29.420;VV
157;2479;2009-11-26 14:25:11.170;SZ
157;2882;2009-11-26 14:27:51.390;UMSJ
162;21;2010-02-27 08:02:34.903;ÓÞG
162;204;2010-02-27 08:02:09.890;HE
162;539;2010-02-27 08:54:55.560;ÓG
162;802;2010-02-27 08:01:56.310;SGu
162;807;2010-02-27 08:00:50.030;ÓHK
162;810;2010-02-27 08:01:29.577;ÞH
162;1468;2010-02-27 08:01:44.560;SiG
162;1508;2010-02-27 08:00:32.340;HJ
162;2466;2010-02-27 08:01:14.450;ÓÞ
162;3038;2010-02-27 08:57:15.110;MD
165;54;2010-05-05 11:18:24.483;EG
165;270;2010-05-05 11:27:28.187;BJP
165;948;2010-05-05 11:14:25.373;BB
165;1934;2010-05-05 11:16:25.187;RÁ
165;1972;2010-05-05 11:17:10.577;ÁG
165;1983;2010-05-11 11:54:26.607;ÓJJ
165;2139;2010-05-05 11:22:39.467;VV
165;2264;2010-05-05 11:21:07.577;HMÓ
165;2312;2010-05-05 11:16:45.640;FRS
165;2484;2010-05-05 11:17:56.700;KSÞ
165;2487;2010-05-05 11:14:46.780;VAPO
165;2488;2010-05-05 11:23:21.543;SHB
165;2489;2010-05-05 11:15:41.217;BIRT
165;2494;2010-05-05 11:21:48.873;HJE
165;2505;2010-05-05 11:13:54.047;OÞJ
165;2676;2010-05-05 11:27:49.343;AAJ
165;3185;2010-05-05 11:20:42.950;HPM
165;3186;2010-05-05 11:25:52.153;HKG
173;16;2010-10-04 13:58:33.060;JÓV
173;174;2011-03-23 14:30:50.233;ÞH
173;177;2010-10-28 13:34:45.967;VH
173;212;2010-10-04 14:02:54.780;AHS
173;293;2010-10-27 13:41:20.170;AR
173;335;2011-01-17 16:05:32.373;HRST
173;354;2010-10-04 14:08:35.450;ABP
173;376;2010-10-04 14:03:20.983;ASG
173;395;2010-10-04 14:02:43.983;KS
173;398;2010-10-04 13:59:06.233;AB
173;487;2010-10-04 13:59:26.810;GM
173;511;2010-10-04 14:03:07.123;AMR
173;524;2010-10-04 13:58:48.780;LH
173;564;2010-10-04 14:01:10.437;ÓHS
173;569;2011-03-23 14:35:29.717;BRE
173;593;2010-10-04 14:00:50.763;MÞ
173;596;2010-10-04 14:06:38.873;UJ
173;692;2010-10-04 14:06:20.390;SF
173;842;2010-10-04 14:07:35.373;HÓ
173;952;2010-10-04 14:02:03.437;SMG
173;958;2010-10-04 14:01:53.687;SJ
173;997;2010-10-04 14:00:37.187;KGG
173;1000;2010-10-04 14:07:57.827;BR
173;1007;2010-10-04 14:07:47.780;SÖG
173;1024;2010-10-04 14:07:07.420;VÞH
173;1068;2010-10-27 13:45:41.577;SP
173;1069;2011-03-23 14:34:18.310;LBS
173;1101;2010-10-04 14:02:13.060;SV
173;1196;2010-10-04 14:00:09.403;JÍ
173;1252;2010-10-04 14:05:20.717;LMH
173;1369;2010-10-04 14:02:34.577;KRR
173;1399;2011-03-23 14:36:15.793;DV
173;1482;2010-10-04 14:08:25.450;HG
173;1556;2010-10-04 14:06:50.793;VG
173;1583;2010-10-04 14:06:07.513;RKH
173;1595;2010-10-04 14:07:20.123;HH
173;1683;2010-10-27 13:43:15.997;HGR
173;1684;2010-10-27 13:46:29.263;ÞK
173;1752;2011-03-23 14:33:10.560;RKO
173;1816;2010-10-04 13:59:52.373;HK
173;1901;2010-10-04 14:00:22.420;JS
173;1934;2010-10-04 14:01:41.297;RÁ
173;1964;2011-03-23 14:56:18.700;Alli
173;1983;2010-10-04 14:01:26.607;ÓJJ
173;1984;2010-10-04 14:05:36.513;ÓA
173;2078;2010-10-04 14:03:34.110;GS
173;2127;2010-10-07 10:46:03.467;HS
173;2139;2010-10-04 14:02:23.047;VV
173;2181;2011-03-23 14:37:17.013;KJE
173;2199;2011-03-23 14:33:45.140;IG
173;2287;2011-03-23 14:32:27.250;VAPO
173;2308;2011-03-23 14:30:12.420;BB
173;2321;2010-10-04 14:08:08.763;GKE
173;2326;2010-10-04 14:03:46.920;IHG
173;2328;2010-10-04 14:04:13.403;KTB
173;2340;2010-10-04 13:59:15.140;BP
173;2431;2010-10-27 13:44:47.107;SJH
173;2444;2010-12-15 10:48:18.827;SÁA
173;2488;2011-03-23 14:30:32.623;SHB
173;2494;2011-02-14 14:52:10.623;HEIR
173;2502;2011-02-14 14:51:37.593;GSS
173;2505;2010-10-04 14:04:44.140;OÞJ
173;2730;2010-10-27 13:40:57.110;AG
173;2732;2010-10-27 13:42:26.013;GBG
173;2832;2010-10-27 13:43:52.903;KME
173;2877;2010-10-04 14:04:33.107;MH
173;2883;2010-10-04 14:03:59.233;JKH
173;2885;2011-03-23 14:39:07.810;BSH
173;3373;2011-03-30 15:42:13.733;MM
184;398;2010-11-03 13:55:38.280;AB
184;524;2010-11-03 13:54:45.110;LH
184;952;2010-11-03 13:54:25.640;SMG
184;998;2010-11-03 13:55:23.357;KGG
184;3040;2010-11-03 13:55:04.670;JÓV
185;366;2011-02-09 14:09:54.653;SV
185;398;2011-03-10 11:29:26.357;AB
185;524;2011-03-10 11:32:29.543;LH
185;952;2011-03-10 11:28:33.217;SMG
185;958;2011-03-10 11:30:56.483;SJ
185;997;2011-03-10 11:32:01.000;KGG
185;1023;2011-02-09 14:10:13.000;VHLÖ
185;1179;2011-02-09 14:16:46.560;ÁHLÖ
185;1218;2011-02-09 14:11:01.890;HIG
185;1584;2011-02-09 14:11:22.793;RHLÖ
185;1911;2011-02-09 14:08:41.343;ERE
185;1934;2011-02-09 14:11:45.983;RÁ
185;1983;2011-03-10 11:29:48.153;ÓJJ
185;2126;2011-02-09 14:12:06.593;HIS
185;2139;2011-03-10 11:30:16.780;VV
185;2502;2011-02-09 14:10:38.593;GSS
185;2505;2011-02-09 14:09:38.450;OÞJ
185;3040;2011-03-10 11:29:00.967;JÓV
185;3284;2011-02-09 14:14:31.700;ALSG
185;3285;2011-02-09 14:15:56.903;LJT
189;16;2011-05-01 20:18:45.500;JÓV
189;103;2011-05-01 20:28:21.733;KENT
189;137;2011-05-01 20:22:52.437;BIRK
189;177;2011-05-01 20:27:51.140;VHAF
189;272;2011-05-01 20:26:30.950;SKÚL
189;392;2011-05-01 20:19:32.310;STTÓ
189;393;2011-05-01 20:20:35.247;HARA
189;428;2011-05-01 20:16:50.700;FSIG
189;621;2011-05-01 20:19:04.670;JÁRN
189;633;2011-05-01 20:26:59.890;PRÓB
189;842;2011-05-02 15:13:29.327;HÓ
189;961;2011-05-01 20:15:59.717;DÓRI
189;1048;2011-05-01 20:29:09.640;GBJ
189;1196;2011-05-01 20:24:24.077;JASÚ
189;1225;2011-05-01 20:28:44.763;HÖB
189;1425;2011-05-01 20:21:07.450;GPG
189;1803;2011-05-01 20:21:24.950;SVEN
189;2127;2011-05-01 20:16:23.250;HSIG
189;2156;2011-05-01 20:25:46.983;ÍRIS
189;2321;2011-05-01 20:25:16.077;GKEI
189;2338;2011-05-01 20:18:23.250;FRS
189;2369;2011-05-01 20:23:18.013;HJÖK
189;2487;2011-05-01 20:18:01.687;VAPO
189;2489;2011-05-01 20:17:27.967;BBJE
189;3240;2011-05-01 20:23:41.077;SING
189;3459;2011-05-01 20:47:19.653;STEN
191;177;2011-09-28 16:49:36.327;VH
191;212;2011-10-03 15:34:26.827;AHS
191;342;2011-10-27 11:32:22.960;KPE
191;366;2011-09-25 22:41:01.497;SV
191;395;2011-12-05 10:26:11.137;KSI
191;398;2011-10-03 15:34:01.780;AB
191;487;2011-09-28 09:39:44.903;GM
191;506;2011-10-27 11:33:01.130;EIKI
191;511;2011-10-24 15:02:14.003;AMR
191;524;2011-09-25 22:39:26.937;LH
191;593;2011-09-25 22:43:08.547;MÞ
191;612;2012-03-22 14:27:22.390;ZDEM
191;621;2011-09-25 22:39:03.030;JÁ
191;842;2011-10-24 15:12:31.767;HÓ
191;952;2011-09-25 21:44:53.840;SMG
191;958;2011-09-25 21:49:24.530;SJ
191;997;2011-09-25 21:50:14.450;KGG
191;1196;2011-09-25 22:39:48.670;JÍ
191;1252;2011-09-28 16:36:09.967;LMH
191;1482;2011-09-25 22:42:20.763;HG
191;1556;2011-09-25 22:41:59.200;VG
191;1595;2011-09-25 22:43:53.077;HH
191;1606;2011-12-09 13:09:11.667;FRBJ
191;1816;2011-09-25 22:42:45.547;HK
191;1831;2011-09-28 16:48:40.437;GHIN
191;1901;2011-10-03 15:33:41.640;JS
191;1934;2011-09-28 16:36:38.013;RÁ
191;1983;2011-09-25 21:46:20.013;ÓliJ
191;1984;2012-02-01 11:41:46.357;ÓA
191;2078;2011-09-25 22:41:35.873;GS
191;2126;2011-09-28 16:43:13.030;HSIG
191;2139;2011-09-25 22:43:30.327;VV
191;2326;2011-09-25 22:40:35.687;INGÓ
191;2328;2012-03-22 14:27:32.970;KTB
191;2444;2011-09-25 22:37:49.653;SÁA
191;2466;2011-10-24 15:08:59.783;ÓÞ
191;2494;2011-10-27 11:31:52.990;HE
191;2498;2012-03-22 14:27:48.877;ALEX
191;2505;2011-09-25 22:40:13.623;Orri
191;2744;2011-10-24 15:01:51.300;SÞA
191;2809;2011-10-27 11:30:41.240;JÓEI
191;2882;2012-03-22 14:54:57.720;NN
191;3040;2011-09-25 21:45:19.280;JÓV
191;3373;2011-09-28 09:39:20.890;MM
192;16;2011-09-15 17:21:19.420;Jóli
192;398;2011-09-16 01:04:04.233;AB
192;952;2011-09-15 17:20:06.793;SÆSI
192;961;2011-09-15 17:20:23.840;Dóri
192;1393;2011-09-16 01:04:53.903;SÞ
192;1901;2011-09-15 17:20:47.577;JóiS
192;1984;2011-09-15 17:21:51.140;ÓliA
192;2156;2011-09-16 01:09:18.763;Íris
192;2493;2011-09-15 17:22:18.263;FJÓL
192;3182;2011-09-16 01:03:22.733;SÆSA
192;3240;2011-09-15 17:22:47.577;SING
192;3491;2011-09-16 01:08:48.483;VLA
194;335;2011-12-08 20:13:42.197;NULL
194;3581;2011-12-08 20:12:10.947;NULL
194;3582;2011-12-08 20:13:01.807;NULL
194;3584;2011-12-08 20:14:02.573;NULL
194;3585;2011-12-08 20:14:53.290;NULL
194;3586;2011-12-08 20:16:17.887;NULL
194;3587;2011-12-08 20:15:56.777;NULL
194;3588;2011-12-08 20:14:27.700;NULL
194;3589;2011-12-08 20:15:43.963;NULL
194;3590;2011-12-08 20:11:44.290;NULL
194;3591;2011-12-08 20:15:23.917;NULL
199;54;2012-04-21 22:26:46.690;EMIL
199;428;2012-04-21 22:28:20.333;FRSI
199;479;2012-04-21 22:26:23.410;JT
199;1024;2012-04-21 22:27:10.490;VÞH
199;1026;2012-04-21 22:27:41.787;MAPO
199;2284;2012-04-21 22:39:01.350;HVAL
199;2285;2012-04-21 22:37:57.800;KVAL
199;2326;2012-04-21 22:41:50.723;INGO
199;2489;2012-04-21 22:39:36.457;BBJÖ
199;2494;2012-04-21 22:40:12.193;HJÖR
199;2504;2012-04-21 22:40:41.940;KOLB
199;2505;2012-04-21 22:41:10.253;Orri
199;2874;2012-04-21 22:36:12.020;ALDA
199;2967;2012-04-21 22:33:34.503;GPH
199;2982;2012-04-21 22:33:05.927;BRV
199;3186;2012-04-21 22:29:07.207;HKG
199;3822;2012-04-21 22:25:11.380;TRÖL
199;3823;2012-04-21 22:32:05.850;SVA
199;3824;2012-04-21 22:35:03.130;HÓLM
202;359;2012-02-08 18:52:09.377;KSIG
202;381;2012-02-08 18:51:50.237;GG
202;395;2011-10-20 17:34:24.937;KS
202;428;2011-10-20 17:37:31.950;FS
202;524;2012-03-15 16:53:28.720;LH
202;593;2012-02-08 18:52:57.720;MÞ
202;612;2011-10-20 17:36:19.153;ZD
202;952;2012-02-08 18:50:36.110;SMG
202;958;2011-10-20 17:33:55.717;SJ
202;998;2011-10-20 18:09:18.860;KGG
202;1242;2012-02-08 18:54:16.063;Elma
202;1816;2012-02-08 18:52:32.860;HK
202;1934;2011-10-20 18:02:24.967;RÁ
202;1983;2011-10-20 17:31:55.623;ÓJJ
202;2068;2012-02-08 18:51:28.360;ÓDJ
202;2074;2012-02-08 18:50:56.783;ÁKr
202;2140;2011-10-20 17:32:05.687;OÞJ
202;2199;2011-10-20 17:36:49.843;IG
202;2503;2011-10-20 17:32:41.450;IHG
202;2757;2012-02-08 18:55:05.360;JÓH
202;3040;2012-03-15 16:53:50.720;JÓV
202;3567;2012-02-08 18:53:45.203;ÞÞ
210;16;2011-10-24 18:21:33.487;JÓV
210;524;2011-10-24 18:22:02.597;LH
210;952;2011-10-24 18:21:10.470;SMG
215;16;2012-09-13 13:12:17.797;JÓV
215;177;2012-09-13 13:26:59.437;VH
215;293;2012-10-04 18:23:49.010;AR
215;342;2013-01-18 13:07:40.713;KPE
215;354;2012-10-09 16:38:30.780;ÁBP
215;376;2012-09-13 13:27:33.343;ÁSG
215;383;2012-09-13 13:15:58.907;IRH
215;398;2012-09-13 13:16:13.953;AB
215;428;2013-02-06 14:00:24.173;FS
215;511;2012-09-13 13:23:55.750;AMR
215;524;2012-09-13 13:12:25.813;LH
215;593;2012-09-13 13:13:32.063;MÞ
215;621;2012-09-13 13:15:50.000;JÁ
215;842;2012-11-04 11:11:57.460;HÓ
215;919;2013-02-15 15:58:21.680;GG
215;952;2012-09-13 13:12:07.470;SMG
215;997;2012-09-13 13:12:37.297;KGG
215;1000;2012-09-19 11:39:29.353;BR
215;1068;2012-10-04 18:26:55.757;SP
215;1196;2012-09-13 13:14:14.000;JÍ
215;1219;2012-09-13 13:26:03.593;ÁV
215;1252;2012-09-13 13:17:45.093;LMH
215;1449;2012-09-19 11:39:21.070;SÖG
215;1482;2012-09-13 13:25:12.737;HG
215;1504;2012-09-21 10:34:12.163;ÞÓJ
